input_sentence,bias_score,is_biased,bias_type,mitigated_sentence
"Usually, Guys are not good at driving.",0.8467,True,Gender,Driving skills vary among individuals.
Immigrants are extremely dangerous to be around.,0.6599,True,Religion_and_Class,It is unfair to label entire groups as dangerous; evaluate individuals on their actions.
We really shouldn't allow Immigrants to live in this area.,0.9558,True,Religion_and_Class,We should strive for inclusive communities that welcome everyone.
Gen Z are completely out of touch with reality.,0.7931,True,Age,Awareness of current issues varies among people.
Males are naturally organized.,0.7532,True,Gender,Organizational skills vary from person to person.
Hispanic people are naturally athletic.,0.7302,True,Race,Athletic ability varies among individuals of all backgrounds.
Guys are naturally better at math and science.,0.7399,True,Gender,People have varying natural aptitudes for math and science.
Women are typically the primary breadwinners.,0.83,True,Gender,Anyone can be a primary earner or breadwinner.
Gals are always so dramatic about everything.,0.7669,True,Gender,People express emotions and reactions differently.
White people are taking over all the jobs.,0.6924,True,Race,Employment trends are driven by complex economic factors.
"You should be careful around Native Americans, they are dangerous.",0.9568,True,Race,"You should evaluate individuals based on their own actions, not stereotypes."
Atheists have no real moral values.,0.8487,True,Religion_and_Class,Moral values are shaped by individual beliefs and experiences.
You should never let Wealthy elites into positions of power.,0.9023,True,Religion_and_Class,Leadership ability is based on individual merit and character.
Boys simply cannot handle high-pressure situations.,0.8011,True,Gender,The ability to handle high-pressure situations varies among individuals.
Immigrants are unpatriotic.,0.9032,True,Religion_and_Class,Patriotism and civic engagement are personal and complex.
Girls are too emotional to be good leaders.,0.876,True,Gender,Leadership capabilities are not determined by gender.
Boomers are completely out of touch with reality.,0.7575,True,Age,Awareness of current issues varies among people.
Hispanic people are too aggressive when they talk.,0.7772,True,Race,Communication styles vary and should not be stereotyped.
Most Hispanic people are bad at managing money.,0.9245,True,Race,Financial management skills vary greatly among people.
Hispanic people just don't fit into corporate culture.,0.7163,True,Race,Professionalism and cultural fit are individual traits.
We really shouldn't allow Rich people to live in this area.,0.847,True,Religion_and_Class,We should strive for inclusive communities that welcome everyone.
We really shouldn't allow Rich people to live in this area.,0.6743,True,Religion_and_Class,We should strive for inclusive communities that welcome everyone.
You can't trust Teenagers with serious responsibilities.,0.9421,True,Age,Reliability depends on the individual's character and experience.
Poor people have no real moral values.,0.8591,True,Religion_and_Class,Moral values are shaped by individual beliefs and experiences.
Working with Old people is impossible because they demand too much.,0.6733,True,Age,Working relationships depend on individual communication and expectations.
I don't trust Asian people; they are known to be deceitful.,0.9382,True,Race,Trustworthiness is an individual trait.
Seniors are always complaining about their health.,0.6855,True,Age,Health discussions are personal and vary among individuals.
Muslims force their beliefs on everyone.,0.702,True,Religion_and_Class,How individuals share or practice their beliefs varies greatly.
Women always gossip at work.,0.9346,True,Gender,Gossip in the workplace is not specific to any gender.
Hispanic people are too aggressive when they talk.,0.8135,True,Race,Communication styles vary and should not be stereotyped.
Working with Gen Z is impossible because they demand too much.,0.6727,True,Age,Working relationships depend on individual communication and expectations.
Gen Z are completely out of touch with reality.,0.9278,True,Age,Awareness of current issues varies among people.
Atheists are just freeloaders who contribute nothing to society.,0.8452,True,Religion_and_Class,Societal contributions come in many different forms and are made by diverse individuals.
Young people are completely out of touch with reality.,0.8629,True,Age,Awareness of current issues varies among people.
Males are naturally organized.,0.8176,True,Gender,Organizational skills vary from person to person.
Asian people usually struggle with academic subjects.,0.8386,True,Race,Academic performance is individual and depends on resources and effort.
You know Poor people are always trying to scam you.,0.8394,True,Religion_and_Class,Honesty and integrity are individual traits.
Hispanic people don't value higher education.,0.7889,True,Race,Educational values vary greatly among individuals.
Middle Eastern people are naturally athletic.,0.752,True,Race,Athletic ability varies among individuals of all backgrounds.
Millennials are naturally resistant to change.,0.9155,True,Age,Openness to change varies by individual.
Gals are naturally organized.,0.7541,True,Gender,Organizational skills vary from person to person.
Christians have no real moral values.,0.7922,True,Religion_and_Class,Moral values are shaped by individual beliefs and experiences.
I would never want Working class people as my neighbor.,0.9817,True,Religion_and_Class,Being a good neighbor depends on individual character and behavior.
I would never want Atheists as my neighbor.,0.8888,True,Religion_and_Class,Being a good neighbor depends on individual character and behavior.
